Rank by Integral,Energy (eV),Rank by Energy,TOF (us),Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,2629.14,(2),33.0722,41577.8,387.52,(0),498.228,(1),['30-Zn-64_n-tot']
1,516.671,(1),74.6041,11518.7,107.105,(4),924.842,(0),['30-Zn-68_n-tot']
2,4171.26,(4),26.2565,9242.36,245.51,(2),301.098,(2),['30-Zn-64_n-tot']
3,10778.0,(5),16.3343,8605.02,217.7,(3),121.705,(5),['30-Zn-64_n-tot']
4,4046.17,(3),26.6592,1362.68,76.31,(5),138.262,(4),['30-Zn-66_n-tot']
5,223.1,(0),113.532,335.212,71.446,(6),148.517,(3),['30-Zn-67_n-tot']
6,13035.9,(6),14.8525,-393.346,298.1,(1),103.375,(6),['30-Zn-68_n-tot']
